dataset,dim,random_state,simulation_num,metric1,metric2,ipa_gradient_variance_trace,weighted_ipa_gradient_variance_trace,ipa_batched_gradient_variance,weighted_ipa_batched_gradient_variance,ipa_gradient_variance_mean_per_parameter,ipa_gradient_std_norm,ipa_gradient_mean_norm,ipa_gradient_relative_variance,ipa_gradient_loss_mean,ipa_gradient_loss_variance,gradient_variance_repeats,gradient_variance_batch_size,gradient_variance_replications,gradient_variance_samples_per_replication,gradient_variance_seed,gradient_parameter_count,ipa_gradient_weight
exp5,9,14,16,110.2551727294922,281.8796081542969,0.0218482222408056,0.0054620555602014,0.0218482222408056,0.0054620555602014,6.953603701731481e-07,0.1478114426136016,6.256793975830078,0.0005581005243584,1.4639782458543775,3.8045251477468256e-06,8.0,16.0,16.0,137.0,30014.0,31420.0,0.5
exp5,9,14,64,110.2893295288086,281.8436584472656,0.0207540560513734,0.0051885140128433,0.0207540560513734,0.0051885140128433,6.60536500163289e-07,0.1440626829862594,5.648919582366943,0.0006503875483758,1.4564169347286224,1.943266721379392e-06,8.0,16.0,64.0,137.0,30014.0,31420.0,0.5
exp5,9,14,256,110.05494689941406,281.39923095703125,0.0048586437478661,0.0012146609369665,0.0048586437478661,0.0012146609369665,1.5463538716176117e-07,0.0697039738297462,5.899059295654297,0.0001396206062054,1.461798518896103,6.200710903466902e-07,8.0,16.0,256.0,137.0,30014.0,31420.0,0.5
exp5,9,87,1,99.03192138671876,61.21735000610352,24.516273498535156,6.129068374633789,24.516273498535156,6.129068374633789,0.0007802760228514,4.951391220092773,15.07099437713623,0.1079370826482772,9.373242497444153,0.0030308310873903,8.0,16.0,1.0,137.0,30087.0,31420.0,0.5
exp5,9,87,4,99.08727264404295,61.17464447021485,6.242588996887207,1.5606472492218018,6.242588996887207,1.5606472492218018,0.0001986820134334,2.4985172748565674,9.621539115905762,0.0674334838986396,9.367043256759644,0.0012861954366729,8.0,16.0,4.0,137.0,30087.0,31420.0,0.5
exp5,9,87,16,99.00364685058594,61.194725036621094,0.8820605278015137,0.2205151319503784,0.8820605278015137,0.2205151319503784,2.8073218345525675e-05,0.9391807913780212,13.466336250305176,0.0048640659078955,9.378637552261353,7.767819566392323e-05,8.0,16.0,16.0,137.0,30087.0,31420.0,0.5
exp5,9,87,64,99.14903259277344,61.19227981567383,0.2107335478067398,0.0526833869516849,0.2107335478067398,0.0526833869516849,6.7069877331960015e-06,0.4590572416782379,9.317575454711914,0.0024273244198411,9.385494112968445,8.798353141108757e-05,8.0,16.0,64.0,137.0,30087.0,31420.0,0.5
exp5,9,87,256,99.14043426513672,61.18852233886719,0.0809911340475082,0.020247783511877,0.0809911340475082,0.020247783511877,2.5776937491173157e-06,0.284589409828186,9.6181640625,0.0008754938025958,9.37930154800415,1.858232462836895e-05,8.0,16.0,256.0,137.0,30087.0,31420.0,0.5
exp5,14,82,1,176.7816925048828,195.52276611328125,33.332828521728516,8.333207130432129,33.332828521728516,8.333207130432129,0.0010193525813519,5.773458957672119,2.240673542022705,6.63918924331665,3.6678368151187897,0.0085550999773746,8.0,16.0,1.0,137.0,30082.0,32700.0,0.5
exp5,14,82,4,176.7729034423828,195.5109710693359,5.9309515953063965,1.4827378988265991,5.9309515953063965,1.4827378988265991,0.0001813746639527,2.435354471206665,2.3894574642181396,1.0387852191925049,3.647979021072388,0.0017352194190607,8.0,16.0,4.0,137.0,30082.0,32700.0,0.5
exp5,14,82,16,176.83453369140625,195.5155029296875,3.0276076793670654,0.7569019198417664,3.0276076793670654,0.7569019198417664,9.258739009965213e-05,1.740002155303955,2.834418535232544,0.3768527209758758,3.6811119318008423,0.0005247217039498,8.0,16.0,16.0,137.0,30082.0,32700.0,0.5
exp5,14,82,64,176.78562927246094,195.5204162597656,0.5603240728378296,0.1400810182094574,0.5603240728378296,0.1400810182094574,1.7135293091996573e-05,0.7485479712486267,2.338947296142578,0.1024232059717178,3.670145660638809,7.927932736911154e-05,8.0,16.0,64.0,137.0,30082.0,32700.0,0.5
exp5,14,82,256,176.79006958007812,195.54135131835935,0.1793141514062881,0.044828537851572,0.1793141514062881,0.044828537851572,5.48361322216806e-06,0.4234550297260284,2.3296422958374023,0.0330396965146064,3.6698441207408905,2.664000796873519e-05,8.0,16.0,256.0,137.0,30082.0,32700.0,0.5
exp5,14,15,1,740.0341186523438,516.6617431640625,57.40259552001953,14.350648880004885,57.40259552001953,14.350648880004885,0.0017554310616105,7.576449871063232,17.14426040649414,0.1952963024377823,5.071429371833801,0.0036813056412776,8.0,16.0,1.0,137.0,30015.0,32700.0,0.5
exp5,14,15,4,740.2598266601562,516.4525146484375,22.22694969177246,5.556737422943115,22.22694969177246,5.556737422943115,0.000679723219946,4.7145466804504395,14.929763793945312,0.0997180938720703,5.034023642539978,0.0009154087128178,8.0,16.0,4.0,137.0,30015.0,32700.0,0.5
exp5,14,15,16,740.2160034179688,516.588623046875,4.992526054382324,1.248131513595581,4.992526054382324,1.248131513595581,0.0001526766427559,2.23439621925354,18.944320678710938,0.0139111261814832,5.07662707567215,0.0008260229118174,8.0,16.0,16.0,137.0,30015.0,32700.0,0.5
exp5,14,15,64,740.2781982421875,516.5112915039062,1.5694737434387207,0.3923684358596802,1.5694737434387207,0.3923684358596802,4.799613816430792e-05,1.25278639793396,18.106304168701172,0.0047873416915535,5.058283030986786,0.0001235560995504,8.0,16.0,64.0,137.0,30015.0,32700.0,0.5
exp5,14,15,256,740.1737060546875,516.6238403320312,0.4188255071640014,0.1047063767910003,0.4188255071640014,0.1047063767910003,1.2808119208784774e-05,0.6471672654151917,17.59281349182129,0.0013532016891986,5.060181975364685,1.9980473211944627e-05,8.0,16.0,256.0,137.0,30015.0,32700.0,0.5
exp5,14,4,1,253.96974182128903,345.13323974609375,5.898735046386719,1.4746837615966797,5.898735046386719,1.4746837615966797,0.000180389455636,2.4287312030792236,3.0815932750701904,0.6211668252944946,2.154557943344116,0.0023658804544278,8.0,16.0,1.0,137.0,30004.0,32700.0,0.5
exp5,14,4,4,254.13914489746097,347.90576171875,2.2259299755096436,0.5564824938774109,2.2259299755096436,0.5564824938774109,6.807125464547426e-05,1.491955041885376,3.115389585494995,0.2293436825275421,2.1683631539344788,0.0004122942665024,8.0,16.0,4.0,137.0,30004.0,32700.0,0.5
exp5,14,4,16,254.5889587402344,346.51629638671875,0.5547043085098267,0.1386760771274566,0.5547043085098267,0.1386760771274566,1.696343497314956e-05,0.7447847127914429,4.440756320953369,0.0281285680830478,2.1866706907749176,0.0001068216129484,8.0,16.0,16.0,137.0,30004.0,32700.0,0.5
exp5,14,4,64,253.9460296630859,345.8130798339844,0.1486313939094543,0.0371578484773635,0.1486313939094543,0.0371578484773635,4.545302545011509e-06,0.3855274319648742,2.798807382583618,0.0189742464572191,2.1707145273685455,2.73045540087732e-05,8.0,16.0,64.0,137.0,30004.0,32700.0,0.5
exp5,14,4,256,253.8392333984375,346.19061279296875,0.0179323423653841,0.004483085591346,0.0179323423653841,0.004483085591346,5.4838966434545e-07,0.1339116990566253,2.773258686065674,0.002331611700356,2.1693383157253265,1.0579087512293686e-05,8.0,16.0,256.0,137.0,30004.0,32700.0,0.5
exp5,14,95,1,52.93174743652344,157.30050659179688,7.707322120666504,1.926830530166626,7.707322120666504,1.926830530166626,0.0002356979239266,2.7762064933776855,2.0240092277526855,1.8813886642456057,1.0694687068462372,0.0011787422755793,8.0,16.0,1.0,137.0,30095.0,32700.0,0.5
exp5,14,95,4,52.94537734985352,157.6184844970703,1.6919593811035156,0.4229898452758789,1.6919593811035156,0.4229898452758789,5.17418775416445e-05,1.3007533550262451,1.920318365097046,0.4588212072849273,1.0539661943912506,0.0001401825303964,8.0,16.0,4.0,137.0,30095.0,32700.0,0.5
exp5,14,95,16,52.811058044433594,157.42843627929688,1.288524150848389,0.3221310377120971,1.288524150848389,0.3221310377120971,3.940440728911199e-05,1.1351318359375,1.3593933582305908,0.6972720623016357,1.0552553236484528,9.013370664640824e-05,8.0,16.0,16.0,137.0,30095.0,32700.0,0.5
exp5,14,95,64,52.99079513549805,157.37074279785156,0.1472189873456955,0.0368047468364238,0.1472189873456955,0.0368047468364238,4.502109732129611e-06,0.3836912512779236,1.461814284324646,0.0688936784863472,1.0523326694965365,9.210287019405831e-06,8.0,16.0,64.0,137.0,30095.0,32700.0,0.5
exp5,14,95,256,52.923492431640625,157.32101440429688,0.0516223236918449,0.0129055809229612,0.0516223236918449,0.0129055809229612,1.5786642961757025e-06,0.2272054702043533,1.4383809566497805,0.0249511022120714,1.0519433319568634,5.130546236996127e-06,8.0,16.0,256.0,137.0,30095.0,32700.0,0.5
exp5,14,36,1,108.08206939697266,194.73533630371097,0.312140941619873,0.0780352354049682,0.312140941619873,0.0780352354049682,9.545594366500154e-06,0.5586957335472107,3.2846999168395996,0.028930727392435,1.4495095610618591,0.0001945662059849,8.0,16.0,1.0,137.0,30036.0,32700.0,0.5
exp5,14,36,4,108.07752227783205,194.58169555664065,0.1322847753763198,0.0330711938440799,0.1322847753763198,0.0330711938440799,4.045406058139633e-06,0.3637097477912903,3.2497212886810303,0.0125261507928371,1.4480698555707932,4.443865213511954e-05,8.0,16.0,4.0,137.0,30036.0,32700.0,0.5
exp5,14,36,16,108.079345703125,194.6097717285156,0.0316637083888053,0.0079159270972013,0.0316637083888053,0.0079159270972013,9.68309109339316e-07,0.1779429912567138,3.063009738922119,0.0033749321009963,1.4491403996944427,9.007399803806491e-06,8.0,16.0,16.0,137.0,30036.0,32700.0,0.5
exp5,14,36,64,108.0853271484375,194.54669189453125,0.0071585229597985,0.0017896307399496,0.0071585229597985,0.0017896307399496,2.189150762887948e-07,0.0846080556511879,3.189301013946533,0.000703772646375,1.4467587620019913,6.911497931432515e-07,8.0,16.0,64.0,137.0,30036.0,32700.0,0.5
exp5,14,36,256,108.0927276611328,194.61573791503903,0.0015489584766328,0.0003872396191582,0.0015489584766328,0.0003872396191582,4.7368761357802214e-08,0.0393568091094493,3.141087532043457,0.0001569927990203,1.4470351189374924,3.571514190424198e-07,8.0,16.0,256.0,137.0,30036.0,32700.0,0.5
exp5,14,32,1,76.30191040039062,300.0268249511719,1.454790711402893,0.3636976778507232,1.454790711402893,0.3636976778507232,4.448901381692849e-05,1.206147074699402,0.6015465259552002,4.020333290100098,0.4626998677849769,1.6726355803837428e-05,8.0,16.0,1.0,137.0,30032.0,32700.0,0.5
exp5,14,32,4,76.30179595947266,300.0221252441406,0.1701169908046722,0.042529247701168,0.1701169908046722,0.042529247701168,5.202354259381536e-06,0.4124523997306824,0.841461181640625,0.2402589172124862,0.4655194990336895,2.0280561672929892e-05,8.0,16.0,4.0,137.0,30032.0,32700.0,0.5
exp5,14,32,16,76.314697265625,300.0323486328125,0.0472613312304019,0.0118153328076004,0.0472613312304019,0.0118153328076004,1.4453006542680669e-06,0.2173967212438583,0.7487807273864746,0.0842939913272857,0.4646297357976436,3.984476168038066e-06,8.0,16.0,16.0,137.0,30032.0,32700.0,0.5
exp5,14,32,64,76.28028106689453,300.02679443359375,0.0109343761578202,0.002733594039455,0.0109343761578202,0.002733594039455,3.343845946801594e-07,0.104567565023899,0.6575546264648438,0.0252889227122068,0.4646959044039249,4.514535316849485e-07,8.0,16.0,64.0,137.0,30032.0,32700.0,0.5
exp5,14,32,256,76.2805404663086,300.03729248046875,0.0014204467879608,0.0003551116969902,0.0014204467879608,0.0003551116969902,4.343873882817206e-08,0.0376888141036033,0.6660228967666626,0.003202186897397,0.4639859832823276,1.79052148964663e-07,8.0,16.0,256.0,137.0,30032.0,32700.0,0.5
exp5,14,29,1,990.19873046875,518.4412841796875,1360.828125,340.20703125,1360.828125,340.20703125,0.0416155382990837,36.889404296875,19.4601993560791,3.593425989151001,6.767323434352875,0.0556030512177544,8.0,16.0,1.0,137.0,30029.0,32700.0,0.5
exp5,14,29,4,990.328125,518.4010620117188,163.54237365722656,40.88559341430664,163.54237365722656,40.88559341430664,0.0050012958236038,12.788368225097656,8.932941436767578,2.049468994140625,6.591687619686127,0.0097444327693949,8.0,16.0,4.0,137.0,30029.0,32700.0,0.5
exp5,14,29,16,990.3142700195312,518.7506713867188,41.70870590209961,10.427176475524902,41.70870590209961,10.427176475524902,0.0012754956260323,6.458227634429932,8.696555137634277,0.551483154296875,6.557320237159729,0.0018207020149247,8.0,16.0,16.0,137.0,30029.0,32700.0,0.5
exp5,14,29,64,990.355224609375,518.5723876953125,5.887918472290039,1.4719796180725098,5.887918472290039,1.4719796180725098,0.0001800586760509,2.426503419876098,8.87248420715332,0.0747947916388511,6.588991463184357,0.000870951183381,8.0,16.0,64.0,137.0,30029.0,32700.0,0.5
exp5,14,29,256,990.430908203125,518.775390625,0.943567991256714,0.2358919978141784,0.943567991256714,0.2358919978141784,2.8855291020590812e-05,0.9713742733001708,8.953028678894043,0.0117715401574969,6.589691162109375,0.0001068955345674,8.0,16.0,256.0,137.0,30029.0,32700.0,0.5
exp5,14,18,1,652.61376953125,507.1104736328125,129.87265014648438,32.468162536621094,129.87265014648438,32.468162536621094,0.0039716404862701,11.396167755126951,4.815677165985107,5.600192546844482,3.8005110323429103,0.0095084516827737,8.0,16.0,1.0,137.0,30018.0,32700.0,0.5
exp5,14,18,4,652.5621948242188,507.03070068359375,35.458961486816406,8.864740371704102,35.458961486816406,8.864740371704102,0.0010843719355762,5.954742908477783,5.05441427230835,1.3879835605621338,3.768455743789673,0.0018903277098486,8.0,16.0,4.0,137.0,30018.0,32700.0,0.5
exp5,14,18,16,652.6372680664062,507.0142517089844,18.29713249206543,4.574283123016357,18.29713249206543,4.574283123016357,0.0005595453549176,4.277514934539795,5.395753383636475,0.6284617185592651,3.760320752859115,0.0011579568400088,8.0,16.0,16.0,137.0,30018.0,32700.0,0.5
exp5,14,18,64,652.5881958007812,507.0383911132813,4.5744524002075195,1.14361310005188,4.5744524002075195,1.14361310005188,0.0001398915046593,2.1387970447540283,4.788468360900879,0.1995013803243637,3.7694336771965022,0.0002988939760005,8.0,16.0,64.0,137.0,30018.0,32700.0,0.5
exp5,14,18,256,652.578369140625,507.02978515625,1.4155614376068115,0.3538903594017029,1.4155614376068115,0.3538903594017029,4.32893393735867e-05,1.189773678779602,5.184676170349121,0.0526605620980262,3.764254868030548,0.0001018897996435,8.0,16.0,256.0,137.0,30018.0,32700.0,0.5
exp5,14,14,1,133.44674682617188,273.31512451171875,106.84487915039062,26.711219787597656,106.84487915039062,26.711219787597656,0.0032674274407327,10.33657932281494,7.547951698303223,1.8754067420959473,2.6985394954681396,0.0039855105407663,8.0,16.0,1.0,137.0,30014.0,32700.0,0.5
exp5,14,14,4,133.45675659179688,273.4375915527344,4.065767765045166,1.0164419412612915,4.065767765045166,1.0164419412612915,0.0001243354054167,2.0163748264312744,6.93475866317749,0.0845434293150901,2.678856074810028,0.0003279110413935,8.0,16.0,4.0,137.0,30014.0,32700.0,0.5
exp5,14,14,16,133.1226043701172,272.3179626464844,0.7284802794456482,0.182120069861412,0.7284802794456482,0.182120069861412,2.227768527518492e-05,0.8535105586051941,7.387462139129639,0.013348339125514,2.691492408514023,6.0719704979054055e-05,8.0,16.0,16.0,137.0,30014.0,32700.0,0.5
exp5,14,14,64,133.07159423828125,271.863525390625,0.4114101529121399,0.1028525382280349,0.4114101529121399,0.1028525382280349,1.258135034731822e-05,0.641412615776062,6.558589935302734,0.0095643186941742,2.6860271096229553,2.9722493402622213e-05,8.0,16.0,64.0,137.0,30014.0,32700.0,0.5
exp5,14,14,256,133.2042236328125,272.0049743652344,0.2934370338916778,0.0733592584729194,0.2934370338916778,0.0733592584729194,8.973609510576352e-06,0.5416982769966125,7.509871006011963,0.0052029537037014,2.6933926045894623,1.1593473052430778e-05,8.0,16.0,256.0,137.0,30014.0,32700.0,0.5
exp5,14,87,1,618.0364379882812,332.0512390136719,609.9453125,152.486328125,609.9453125,152.486328125,0.0186527613550424,24.697071075439453,27.197751998901367,0.8245649933815002,4.866050183773041,0.0190254052414949,8.0,16.0,1.0,137.0,30087.0,32700.0,0.5
exp5,14,87,4,618.1027221679688,330.27880859375,58.18885803222656,14.54721450805664,58.18885803222656,14.54721450805664,0.0017794758314266,7.628162384033203,27.920103073120117,0.0746458768844604,4.925919711589813,0.0009872479851854,8.0,16.0,4.0,137.0,30087.0,32700.0,0.5
exp5,14,87,16,618.1168823242188,330.4876403808594,6.647715091705322,1.6619287729263306,6.647715091705322,1.6619287729263306,0.0002032940392382,2.5783162117004395,27.273576736450195,0.0089369276538491,4.88885772228241,0.0004910429870993,8.0,16.0,16.0,137.0,30087.0,32700.0,0.5
exp5,14,87,64,618.1204223632812,330.4049377441406,2.270637035369873,0.5676592588424683,2.270637035369873,0.5676592588424683,6.943844346096739e-05,1.506863355636597,27.947494506835938,0.0029071131721138,4.899234235286713,0.0001619063383283,8.0,16.0,64.0,137.0,30087.0,32700.0,0.5
exp5,14,87,256,618.2034912109375,330.5646667480469,0.6992518901824951,0.1748129725456237,0.6992518901824951,0.1748129725456237,2.138385025318712e-05,0.8362128138542175,28.552762985229492,0.0008577039116062,4.913841545581818,1.844573053842526e-05,8.0,16.0,256.0,137.0,30087.0,32700.0,0.5
exp5,19,82,1,270.5167541503906,328.824462890625,4.637664318084717,1.1594160795211792,4.637664318084717,1.1594160795211792,0.0001364821800962,2.1535236835479736,12.49117946624756,0.0297229867428541,2.8065833151340485,0.000307563977197,8.0,16.0,1.0,137.0,30082.0,33980.0,0.5
exp5,19,82,4,270.8133239746094,328.6224365234375,1.6886298656463623,0.4221574664115906,1.6886298656463623,0.4221574664115906,4.969481597072445e-05,1.2994729280471802,12.38978099822998,0.0110003668814897,2.788100153207779,0.000148784989261,8.0,16.0,4.0,137.0,30082.0,33980.0,0.5
exp5,19,82,16,270.5552062988281,328.8801574707031,0.7198325395584106,0.1799581348896026,0.7198325395584106,0.1799581348896026,2.118400698236655e-05,0.8484294414520264,12.821541786193848,0.0043787583708763,2.800643026828766,7.980708352712489e-05,8.0,16.0,16.0,137.0,30082.0,33980.0,0.5
exp5,19,82,64,270.52703857421875,328.85498046875,0.1653724610805511,0.0413431152701377,0.1653724610805511,0.0413431152701377,4.866758899879642e-06,0.4066601395606994,12.861050605773926,0.0009997935267165,2.8070971071720123,1.1775650606742666e-05,8.0,16.0,64.0,137.0,30082.0,33980.0,0.5
exp5,19,82,256,270.60015869140625,328.8703308105469,0.0373536497354507,0.0093384124338626,0.0373536497354507,0.0093384124338626,1.0992833949785563e-06,0.1932709217071533,12.33763599395752,0.0002453969500493,2.8024202287197113,4.1476286491664335e-06,8.0,16.0,256.0,137.0,30082.0,33980.0,0.5
exp5,19,15,1,665.107177734375,399.2635803222656,221.926025390625,55.48150634765625,221.926025390625,55.48150634765625,0.006531077902764,14.897181510925291,5.7557549476623535,6.698902130126953,6.186507940292358,0.004973600514534,8.0,16.0,1.0,137.0,30015.0,33980.0,0.5
exp5,19,15,4,666.5762939453125,398.9084777832031,67.24188995361328,16.81047248840332,67.24188995361328,16.81047248840332,0.0019788667559623,8.200115203857422,4.527511119842529,3.2803549766540527,6.239493787288666,0.0048896203609233,8.0,16.0,4.0,137.0,30015.0,33980.0,0.5
exp5,19,15,16,665.2007446289062,399.2390747070313,3.8846640586853023,0.9711660146713256,3.8846640586853023,0.9711660146713256,0.000114322072477,1.9709551334381104,4.07327938079834,0.2341343015432357,6.22240948677063,0.0004248525294445,8.0,16.0,16.0,137.0,30015.0,33980.0,0.5
exp5,19,15,64,665.5028686523438,401.430908203125,1.124655842781067,0.2811639606952667,1.124655842781067,0.2811639606952667,3.3097581763286144e-05,1.0604978799819946,5.346263408660889,0.0393476597964763,6.226525902748108,0.0001646089457705,8.0,16.0,64.0,137.0,30015.0,33980.0,0.5
exp5,19,15,256,665.322998046875,400.92388916015625,0.2899585664272308,0.0724896416068077,0.2899585664272308,0.0724896416068077,8.533213076589163e-06,0.5384780168533325,4.260215759277344,0.0159761719405651,6.211581647396088,2.106058078408881e-05,8.0,16.0,256.0,137.0,30015.0,33980.0,0.5
exp5,19,4,1,102.97399139404295,170.1739044189453,1.0941903591156006,0.2735475897789001,1.0941903591156006,0.2735475897789001,3.220101280021481e-05,1.0460355281829834,8.505209922790527,0.0151259554550051,2.5462094843387604,0.0002481956099527,8.0,16.0,1.0,137.0,30004.0,33980.0,0.5
exp5,19,4,4,103.18375396728516,170.14427185058594,0.2209801971912384,0.0552450492978096,0.2209801971912384,0.0552450492978096,6.503243184852181e-06,0.4700853228569031,8.258353233337402,0.0032401601783931,2.5538075864315033,5.782763951397588e-05,8.0,16.0,4.0,137.0,30004.0,33980.0,0.5
exp5,19,4,16,103.01636505126952,170.1909637451172,0.1295681297779083,0.032392032444477,0.1295681297779083,0.032392032444477,3.813070406977204e-06,0.3599557280540466,8.022797584533691,0.0020130125340074,2.547778844833374,2.1581378859991673e-05,8.0,16.0,16.0,137.0,30004.0,33980.0,0.5
exp5,19,4,64,102.98594665527344,170.26339721679688,0.0191924888640642,0.004798122216016,0.0191924888640642,0.004798122216016,5.648171850225481e-07,0.1385369598865509,7.932322978973389,0.0003050215600524,2.5422366559505463,7.197585870041426e-06,8.0,16.0,64.0,137.0,30004.0,33980.0,0.5
exp5,19,4,256,103.17185974121094,170.09677124023438,0.0029653254896402,0.00074133137241,0.0029653254896402,0.00074133137241,8.726679112669444e-08,0.0544548034667968,7.921091556549072,4.726093538920395e-05,2.544673800468445,5.461447147224265e-07,8.0,16.0,256.0,137.0,30004.0,33980.0,0.5
exp5,19,95,1,146.40182495117188,602.3853149414062,5.428764820098877,1.3571912050247192,5.428764820098877,1.3571912050247192,0.0001597635273355,2.3299710750579834,10.868267059326172,0.0459600426256656,0.9426500126719476,0.0003345751830866,8.0,16.0,1.0,137.0,30095.0,33980.0,0.5
exp5,19,95,4,146.5377960205078,601.4749145507812,1.437028408050537,0.3592571020126343,1.437028408050537,0.3592571020126343,4.229041951475665e-05,1.198761224746704,11.334968566894531,0.0111847100779414,0.9489051401615144,0.0001779406214887,8.0,16.0,4.0,137.0,30095.0,33980.0,0.5
exp5,19,95,16,146.45101928710938,601.5674438476562,0.5676421523094177,0.1419105380773544,0.5676421523094177,0.1419105380773544,1.6705183952581137e-05,0.7534202933311462,11.822704315185549,0.0040610749274492,0.9509452506899834,3.900463412565003e-05,8.0,16.0,16.0,137.0,30095.0,33980.0,0.5
exp5,19,95,64,146.51712036132812,601.5143432617188,0.0744101703166961,0.018602542579174,0.0744101703166961,0.018602542579174,2.189822453146917e-06,0.2727822661399841,11.665618896484377,0.0005467851296998,0.950490839779377,8.999794066496694e-06,8.0,16.0,64.0,137.0,30095.0,33980.0,0.5
exp5,19,95,256,146.51358032226562,601.1301879882812,0.0318896397948265,0.0079724099487066,0.0318896397948265,0.0079724099487066,9.384826284986048e-07,0.1785767078399658,11.858502388000488,0.0002267722447868,0.9525008872151376,1.2791571377362182e-06,8.0,16.0,256.0,137.0,30095.0,33980.0,0.5
exp5,19,36,1,393.2496032714844,444.4056396484375,4.2162322998046875,1.054058074951172,4.2162322998046875,1.054058074951172,0.0001240798155777,2.053346633911133,9.54079818725586,0.0463185645639896,3.0401089191436768,0.0001909665692859,8.0,16.0,1.0,137.0,30036.0,33980.0,0.5
exp5,19,36,4,391.7895812988281,438.1800842285156,2.206898927688598,0.5517247319221497,2.206898927688598,0.5517247319221497,6.494699482573196e-05,1.4855635166168213,8.626546859741211,0.0296557191759347,3.026179999113083,9.45785399874158e-05,8.0,16.0,4.0,137.0,30036.0,33980.0,0.5
exp5,19,36,16,391.93109130859375,438.5305480957031,0.2474309056997299,0.0618577264249324,0.2474309056997299,0.0618577264249324,7.281662874447648e-06,0.4974242746829986,6.699557781219482,0.0055126664228737,3.011995494365692,5.065697755363934e-06,8.0,16.0,16.0,137.0,30036.0,33980.0,0.5
exp5,19,36,64,391.6248474121094,431.2974548339844,0.1003125458955764,0.0250781364738941,0.1003125458955764,0.0250781364738941,2.952105432996177e-06,0.3167215585708618,5.2275896072387695,0.0036707285325974,3.039397567510605,6.473671954308559e-06,8.0,16.0,64.0,137.0,30036.0,33980.0,0.5
exp5,19,36,256,392.978515625,444.37603759765625,0.0168714225292205,0.0042178556323051,0.0168714225292205,0.0042178556323051,4.965103812537563e-07,0.129890039563179,9.256318092346191,0.0001969133445527,3.040041744709015,5.950258607104583e-07,8.0,16.0,256.0,137.0,30036.0,33980.0,0.5
exp5,19,32,1,227.54791259765625,667.779296875,0.6718906164169312,0.1679726541042328,0.6718906164169312,0.1679726541042328,1.9773120584432036e-05,0.8196893334388733,4.213502883911133,0.0378453060984611,1.8259593695402143,0.0001983645042284,8.0,16.0,1.0,137.0,30032.0,33980.0,0.5
exp5,19,32,4,227.56570434570312,668.0051879882812,0.0709926635026931,0.0177481658756732,0.0709926635026931,0.0177481658756732,2.089248482661787e-06,0.2664444744586944,4.141183853149414,0.0041396580636501,1.8247153460979464,8.682012312379226e-06,8.0,16.0,4.0,137.0,30032.0,33980.0,0.5
exp5,19,32,16,227.5647735595703,668.5131225585938,0.0282113887369632,0.0070528471842408,0.0282113887369632,0.0070528471842408,8.302350806843606e-07,0.1679624617099762,4.038976669311523,0.0017293456476181,1.824611619114876,4.790017092811841e-06,8.0,16.0,16.0,137.0,30032.0,33980.0,0.5
exp5,19,32,64,227.5490570068359,667.3878784179688,0.0061101792380213,0.0015275448095053,0.0061101792380213,0.0015275448095053,1.7981692224111614e-07,0.0781676322221756,4.163476943969727,0.0003524858038872,1.826404631137848,2.142332651341609e-06,8.0,16.0,64.0,137.0,30032.0,33980.0,0.5
exp5,19,32,256,227.5615997314453,668.5994262695312,0.0008443287224508,0.0002110821806127,0.0008443287224508,0.0002110821806127,2.4847814472650498e-08,0.0290573351085186,4.106130599975586,5.0077895139111206e-05,1.824939176440239,2.865070961429898e-07,8.0,16.0,256.0,137.0,30032.0,33980.0,0.5
exp5,19,29,1,568.4140625,397.7503051757813,4.464850425720215,1.1162126064300537,4.464850425720215,1.1162126064300537,0.0001313964166911,2.1130192279815674,6.687731742858887,0.0998272821307182,6.755221784114838,0.001936586813855,8.0,16.0,1.0,137.0,30029.0,33980.0,0.5
exp5,19,29,4,568.2246704101562,397.6274108886719,1.1244707107543943,0.2811176776885986,1.1244707107543943,0.2811176776885986,3.309213570901193e-05,1.0604106187820437,7.11281156539917,0.0222262181341648,6.758786380290985,0.0005766130681316,8.0,16.0,4.0,137.0,30029.0,33980.0,0.5
exp5,19,29,16,568.292724609375,397.7325744628906,0.2621632218360901,0.0655408054590225,0.2621632218360901,0.0655408054590225,7.715221727266908e-06,0.5120187401771545,7.1943888664245605,0.0050650523044168,6.746186375617981,3.775624429636082e-05,8.0,16.0,16.0,137.0,30029.0,33980.0,0.5
exp5,19,29,64,568.3377075195312,397.7147216796875,0.066036432981491,0.0165091082453727,0.066036432981491,0.0165091082453727,1.943391225722735e-06,0.2569755613803863,7.525716781616211,0.0011659712763503,6.754181265830994,1.5203204433029377e-05,8.0,16.0,64.0,137.0,30029.0,33980.0,0.5
exp5,19,29,256,568.1592407226562,397.6925354003906,0.014958064071834,0.0037395160179585,0.014958064071834,0.0037395160179585,4.402020010729757e-07,0.1223031654953956,7.0872321128845215,0.0002977981930598,6.7481666803359985,4.383480229210233e-06,8.0,16.0,256.0,137.0,30029.0,33980.0,0.5
exp5,19,18,1,517.9854125976562,418.8769836425781,182.596435546875,45.64910888671875,182.596435546875,45.64910888671875,0.0053736441768705,13.512825012207031,28.775503158569336,0.2205192297697067,2.782844513654709,0.010126310797374,8.0,16.0,1.0,137.0,30018.0,33980.0,0.5
